in_rxnorm_cui,rxnorm_cui,name,tty,source,dose,unit,mme_factor
2670,996998,Brompheniramine Maleate 0.266 MG/ML / Codeine Phosphate 1.27 MG/ML / Phenylephrine Hydrochloride 0.666 MG/ML Oral Solution,SCD,rxnav,1.27,mg/ml,0.15
2670,997019,Codeine Phosphate 1 MG/ML / Kaolin 300 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,997163,Codeine Phosphate 12.5 MG,SCDC,rxnav,12.5,mg,0.15
2670,997164,Codeine Phosphate 12.5 MG / Ibuprofen 200 MG Oral Tablet,SCD,rxnav,12.5,mg,0.15
2670,997165,Codeine Phosphate 12.8 MG / Ibuprofen 200 MG Oral Tablet,SCD,rxnav,12.8,mg,0.15
2670,997167,Codeine sulfate 15 MG,SCDC,rxnav,15,mg,0.15
2670,997169,Codeine Phosphate 15 MG Oral Tablet,SCD,rxnav,15,mg,0.15
2670,997170,Codeine sulfate 15 MG Oral Tablet,SCD,rxnav,15,mg,0.15
2670,997280,Codeine Phosphate 20 MG / Ibuprofen 300 MG Extended Release Oral Tablet,SCD,rxnav,20,mg,0.15
2670,997281,Codeine Phosphate 3 MG/ML,SCDC,rxnav,3,mg/ml,0.15
2670,997284,Codeine Phosphate 3 MG/ML Oral Solution,SCD,rxnav,3,mg/ml,0.15
2670,997285,Codeine Phosphate 30 MG Oral Tablet,SCD,rxnav,30,mg,0.15
2670,997286,Codeine sulfate 30 MG,SCDC,rxnav,30,mg,0.15
2670,997287,Codeine sulfate 30 MG Oral Tablet,SCD,rxnav,30,mg,0.15
2670,997291,Codeine sulfate 60 MG,SCDC,rxnav,60,mg,0.15
2670,997296,Codeine sulfate 60 MG Oral Tablet,SCD,rxnav,60,mg,0.15
2670,997301,Codeine Phosphate 60 MG Oral Tablet,SCD,rxnav,60,mg,0.15
2670,997398,Codeine Phosphate 2 MG/ML Oral Solution,SCD,rxnav,2,mg/ml,0.15
2670,997400,Codeine / Terpin hydrate Oral Solution,SCDF,rxnav,,,0.15
10689,999728,Acetaminophen / Tramadol Oral Capsule,SCDF,rxnav,,,0.1
10689,999729,Acetaminophen 250 MG / tramadol hydrochloride 50 MG Oral Capsule,SCD,rxnav,50,mg,0.1
5489,1007084,Chlorpheniramine / Hydrocodone / Phenylephrine / Pseudoephedrine / Pyrilamine,MIN,rxnav,,,1
2670,1007204,Codeine / propyphenazone,MIN,rxnav,,,0.15
2670,1007238,Aconite / Codeine / Erysimum preparation,MIN,rxnav,,,0.15
2670,1007293,Codeine / Potassium,MIN,rxnav,,,0.15
23088,1007354,Chlorpheniramine / dihydrocodeine / Phenylephrine / Phenylpropanolamine,MIN,rxnav,,,0.25
7052,1007383,attapulgite / Morphine,MIN,rxnav,,,1
2670,1007477,Codeine / Ethylmorphine,MIN,rxnav,,,0.15
3423,1007561,Atropine / Hydromorphone,MIN,rxnav,,,4
2670,1007568,Codeine / guaiacolsulfonic acid / Phenylephrine / Promethazine,MIN,rxnav,,,0.15
2670,1007569,Acetaminophen / Chlorpheniramine / Codeine,MIN,rxnav,,,0.15
2670,1007572,Acetaminophen / Codeine / Guaifenesin / Pseudoephedrine,MIN,rxnav,,,0.15
7052,1007650,guaiacolsulfonate / Morphine,MIN,rxnav,,,1
4337,1007785,Fentanyl / Sodium Chloride,MIN,rxnav,,,NULL
5489,1007791,Hydrocodone / Pheniramine / Phenylephrine / Phenylpropanolamine / Pyrilamine,MIN,rxnav,,,1
2670,1008059,Brompheniramine / Codeine / Guaifenesin,MIN,rxnav,,,0.15
2670,1008060,butalbital / Caffeine / Codeine,MIN,rxnav,,,0.15
2670,1008110,Codeine / Diclofenac,MIN,rxnav,,,0.15
2670,1008172,Codeine / phenyltoloxamine,MIN,rxnav,,,0.15
23088,1008256,Brompheniramine / dihydrocodeine / Pseudoephedrine,MIN,rxnav,,,0.25
23088,1008260,Chlorpheniramine / dihydrocodeine / Pseudoephedrine,MIN,rxnav,,,0.25
7676,1008288,belladonna extract,MIN,rxnav, USP / Opium,,1
5489,1008298,Acetaminophen / Caffeine / Chlorpheniramine / Hydrocodone / Phenylephrine,MIN,rxnav,,,1
2670,1008315,Codeine / Guaifenesin / Promethazine,MIN,rxnav,,,0.15
2670,1008319,Caffeine / Codeine / Pheniramine / Phenylephrine / Salicylic Acid,MIN,rxnav,,,0.15
2670,1008401,Codeine / Guaifenesin / phenyltoloxamine,MIN,rxnav,,,0.15
23088,1008454,dihydrocodeine / phenyltoloxamine,MIN,rxnav,,,0.25
2670,1008493,Benzoate / Codeine,MIN,rxnav,,,0.15
5489,1008519,guaiacolsulfonate / Hydrocodone,MIN,rxnav,,,1
2670,1008554,Acetaminophen / Codeine / Magnesium Salicylate / phenyltoloxamine,MIN,rxnav,,,0.15
5489,1008753,dexchlorpheniramine / Hydrocodone,MIN,rxnav,,,1
8785,1008786,Dipyrone / Propoxyphene,MIN,rxnav,,,NULL
5489,1008793,Chlorpheniramine / Hydrocodone / Phenylephrine / Pyrilamine,MIN,rxnav,,,1
2670,1008812,Codeine / guaiacolsulfonic acid / Promethazine,MIN,rxnav,,,0.15
2670,1008868,Codeine / guaiacolsulfonate,MIN,rxnav,,,0.15
2670,1008871,Acetaminophen / Codeine / Guaifenesin / Phenylephrine,MIN,rxnav,,,0.15
5489,1008880,guaiacolsulfonic acid / Hydrocodone,MIN,rxnav,,,1
2670,1008889,Codeine / Pheniramine / Phenylephrine / sodium citrate,MIN,rxnav,,,0.15
5489,1008895,dexchlorpheniramine / Guaifenesin / Hydrocodone / Phenylephrine,MIN,rxnav,,,1
2670,1008954,Codeine / Erysimum preparation,MIN,rxnav,,,0.15
5489,1008955,guaiacolsulfonate / Hydrocodone / Pseudoephedrine,MIN,rxnav,,,1
4337,1009056,Fentanyl / ropivacaine / Sodium Chloride,MIN,rxnav,,,NULL
1819,1010599,Buprenorphine / Naloxone Oral Strip,SCDF,rxnav,,,NULL
1819,1010600,Buprenorphine 2 MG / Naloxone 0.5 MG Oral Strip,SCD,rxnav,2,mg,NULL
1819,1010601,Buprenorphine 2 MG / Naloxone 0.5 MG [Suboxone],SBDC,rxnav,2,mg,NULL
1819,1010602,Buprenorphine / Naloxone Oral Strip [Suboxone],SBDF,rxnav,,,NULL
1819,1010603,Buprenorphine 2 MG / Naloxone 0.5 MG Oral Strip [Suboxone],SBD,rxnav,2,mg,NULL
1819,1010604,Buprenorphine 8 MG / Naloxone 2 MG Oral Strip,SCD,rxnav,8,mg,NULL
1819,1010605,Buprenorphine 8 MG / Naloxone 2 MG [Suboxone],SBDC,rxnav,8,mg,NULL
1819,1010606,Buprenorphine 8 MG / Naloxone 2 MG Oral Strip [Suboxone],SBD,rxnav,8,mg,NULL
1819,1010607,Buprenorphine / Naloxone Sublingual Tablet [Suboxone],SBDF,rxnav,,,NULL
1819,1010608,Buprenorphine 2 MG / Naloxone 0.5 MG Sublingual Tablet [Suboxone],SBD,rxnav,2,mg,NULL
1819,1010609,Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet [Suboxone],SBD,rxnav,8,mg,NULL
2670,1012111,chlorcyclizine / Codeine,MIN,rxnav,,,0.15
2670,1012122,chlorcyclizine / Codeine / Pseudoephedrine Oral Solution,SCDF,rxnav,,,0.15
2670,1012123,chlorcyclizine / Codeine / Pseudoephedrine,MIN,rxnav,,,0.15
2670,1013615,chlorcyclizine / Codeine / Phenylephrine,MIN,rxnav,,,0.15
7804,1014598,Oxycodone Hydrochloride 10 MG,SCDC,rxnav,10,mg,1.5
7804,1014599,Acetaminophen 300 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,SCD,rxnav,10,mg,1.5
7804,1014614,Oxycodone Hydrochloride 5 MG,SCDC,rxnav,5,mg,1.5
7804,1014615,Acetaminophen 300 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,SCD,rxnav,5,mg,1.5
7804,1014631,Oxycodone Hydrochloride 7.5 MG,SCDC,rxnav,7.5,mg,1.5
7804,1014632,Acetaminophen 300 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,SCD,rxnav,7.5,mg,1.5
7804,1037258,Oxycodone Hydrochloride 2.5 MG,SCDC,rxnav,2.5,mg,1.5
7804,1037259,Acetaminophen 300 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet,SCD,rxnav,2.5,mg,1.5
2670,1042693,Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution,SCD,rxnav,2,mg/ml,0.15
5489,1044427,Acetaminophen 20 MG/ML / Hydrocodone Bitartrate 0.667 MG/ML Oral Solution,SCD,rxnav,0.667,mg/ml,1
7804,1049214,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,SCD,rxnav,10,mg,1.5
7804,1049215,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG [Endocet],SBDC,rxnav,10,mg,1.5
7804,1049216,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Endocet],SBD,rxnav,10,mg,1.5
7804,1049221,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,SCD,rxnav,5,mg,1.5
7804,1049222,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG [Endocet],SBDC,rxnav,5,mg,1.5
7804,1049223,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Endocet],SBD,rxnav,5,mg,1.5
7804,1049225,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,SCD,rxnav,7.5,mg,1.5
7804,1049226,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG [Endocet],SBDC,rxnav,7.5,mg,1.5
7804,1049227,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Endocet],SBD,rxnav,7.5,mg,1.5
7804,1049233,Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,SCD,rxnav,7.5,mg,1.5
7804,1049251,Acetaminophen 400 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,SCD,rxnav,10,mg,1.5
7804,1049260,Acetaminophen 400 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,SCD,rxnav,5,mg,1.5
7804,1049267,Acetaminophen 400 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,SCD,rxnav,7.5,mg,1.5
7804,1049270,Acetaminophen 650 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,SCD,rxnav,10,mg,1.5
7804,1049502,12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet,SCD,rxnav,10,mg,1.5
7804,1049503,Oxycodone Hydrochloride 10 MG [Oxycontin],SBDC,rxnav,10,mg,1.5
7804,1049504,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],SBD,rxnav,10,mg,1.5
7804,1049542,Oxycodone Hydrochloride 15 MG,SCDC,rxnav,15,mg,1.5
7804,1049543,12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet,SCD,rxnav,15,mg,1.5
7804,1049544,Oxycodone Hydrochloride 15 MG [Oxycontin],SBDC,rxnav,15,mg,1.5
7804,1049545,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet [Oxycontin],SBD,rxnav,15,mg,1.5
7804,1049556,Oxycodone Hydrochloride 160 MG,SCDC,rxnav,160,mg,1.5
7804,1049557,12 HR Oxycodone Hydrochloride 160 MG Extended Release Oral Tablet,SCD,rxnav,160,mg,1.5
7804,1049562,Oxycodone Hydrochloride 20 MG,SCDC,rxnav,20,mg,1.5
7804,1049563,12 HR Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet,SCD,rxnav,20,mg,1.5
7804,1049564,Oxycodone Hydrochloride 20 MG [Oxycontin],SBDC,rxnav,20,mg,1.5
7804,1049565,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet [Oxycontin],SBD,rxnav,20,mg,1.5
7804,1049573,Oxycodone Hydrochloride 30 MG,SCDC,rxnav,30,mg,1.5
7804,1049574,12 HR Oxycodone Hydrochloride 30 MG Extended Release Oral Tablet,SCD,rxnav,30,mg,1.5
7804,1049575,Oxycodone Hydrochloride 30 MG [Oxycontin],SBDC,rxnav,30,mg,1.5
7804,1049576,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 30 MG Extended Release Oral Tablet [Oxycontin],SBD,rxnav,30,mg,1.5
7804,1049579,Oxycodone Hydrochloride 1 MG/ML,SCDC,rxnav,1,mg/ml,1.5
7804,1049580,Acetaminophen 65 MG/ML / Oxycodone Hydrochloride 1 MG/ML Oral Solution,SCD,rxnav,1,mg/ml,1.5
7804,1049581,Acetaminophen 65 MG/ML / Oxycodone Hydrochloride 1 MG/ML [Roxicet],SBDC,rxnav,1,mg/ml,1.5
7804,1049582,Acetaminophen 65 MG/ML / Oxycodone Hydrochloride 1 MG/ML Oral Solution [Roxicet],SBD,rxnav,1,mg/ml,1.5
7804,1049583,Oxycodone Hydrochloride 40 MG,SCDC,rxnav,40,mg,1.5
7804,1049584,12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet,SCD,rxnav,40,mg,1.5
7804,1049585,Oxycodone Hydrochloride 40 MG [Oxycontin],SBDC,rxnav,40,mg,1.5
7804,1049586,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin],SBD,rxnav,40,mg,1.5
7804,1049589,Ibuprofen 400 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,SCD,rxnav,5,mg,1.5
7804,1049592,Oxycodone Hydrochloride 60 MG,SCDC,rxnav,60,mg,1.5
7804,1049593,12 HR Oxycodone Hydrochloride 60 MG Extended Release Oral Tablet,SCD,rxnav,60,mg,1.5
7804,1049594,Oxycodone Hydrochloride 60 MG [Oxycontin],SBDC,rxnav,60,mg,1.5
7804,1049595,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 60 MG Extended Release Oral Tablet [Oxycontin],SBD,rxnav,60,mg,1.5
7804,1049598,Oxycodone Hydrochloride 80 MG,SCDC,rxnav,80,mg,1.5
7804,1049599,12 HR Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet,SCD,rxnav,80,mg,1.5
7804,1049600,Oxycodone Hydrochloride 80 MG [Oxycontin],SBDC,rxnav,80,mg,1.5
7804,1049601,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin],SBD,rxnav,80,mg,1.5
7804,1049604,Oxycodone Hydrochloride 1 MG/ML Oral Solution,SCD,rxnav,1,mg/ml,1.5
7804,1049611,Oxycodone Hydrochloride 15 MG Oral Tablet,SCD,rxnav,15,mg,1.5
7804,1049612,Oxycodone Hydrochloride 15 MG [Roxicodone],SBDC,rxnav,15,mg,1.5
7804,1049613,Oxycodone Hydrochloride 15 MG Oral Tablet [Roxicodone],SBD,rxnav,15,mg,1.5
7804,1049614,Oxycodone Hydrochloride 20 MG/ML,SCDC,rxnav,20,mg/ml,1.5
7804,1049615,Oxycodone Hydrochloride 20 MG/ML Oral Solution,SCD,rxnav,20,mg/ml,1.5
7804,1049618,Oxycodone Hydrochloride 30 MG Oral Tablet,SCD,rxnav,30,mg,1.5
7804,1049619,Oxycodone Hydrochloride 30 MG [Roxicodone],SBDC,rxnav,30,mg,1.5
7804,1049620,Oxycodone Hydrochloride 30 MG Oral Tablet [Roxicodone],SBD,rxnav,30,mg,1.5
7804,1049621,Oxycodone Hydrochloride 5 MG Oral Tablet,SCD,rxnav,5,mg,1.5
7804,1049622,Oxycodone Hydrochloride 5 MG [Roxicodone],SBDC,rxnav,5,mg,1.5
7804,1049623,Oxycodone Hydrochloride 5 MG Oral Tablet [Roxicodone],SBD,rxnav,5,mg,1.5
7804,1049624,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG [Percocet],SBDC,rxnav,10,mg,1.5
7804,1049625,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],SBD,rxnav,10,mg,1.5
7804,1049635,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet,SCD,rxnav,2.5,mg,1.5
7804,1049636,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG [Percocet],SBDC,rxnav,2.5,mg,1.5
7804,1049637,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Percocet],SBD,rxnav,2.5,mg,1.5
7804,1049639,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG [Percocet],SBDC,rxnav,5,mg,1.5
7804,1049640,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Percocet],SBD,rxnav,5,mg,1.5
7804,1049641,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG [Percocet],SBDC,rxnav,7.5,mg,1.5
7804,1049642,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Percocet],SBD,rxnav,7.5,mg,1.5
7804,1049646,Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5 MG [Percocet],SBDC,rxnav,7.5,mg,1.5
7804,1049647,Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Percocet],SBD,rxnav,7.5,mg,1.5
7804,1049649,Acetaminophen 650 MG / Oxycodone Hydrochloride 10 MG [Percocet],SBDC,rxnav,10,mg,1.5
7804,1049650,Acetaminophen 650 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],SBD,rxnav,10,mg,1.5
7804,1049651,Acetaminophen 500 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,SCD,rxnav,10,mg,1.5
7804,1049654,Acetaminophen 500 MG / Oxycodone Hydrochloride 10 MG [Xolox],SBDC,rxnav,10,mg,1.5
7804,1049655,Acetaminophen 500 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Xolox],SBD,rxnav,10,mg,1.5
7804,1049658,Acetaminophen 500 MG / Oxycodone Hydrochloride 5 MG Oral Capsule,SCD,rxnav,5,mg,1.5
7804,1049683,Oxycodone Hydrochloride 10 MG Oral Tablet,SCD,rxnav,10,mg,1.5
7804,1049686,Oxycodone Hydrochloride 20 MG Oral Tablet,SCD,rxnav,20,mg,1.5
7804,1049691,Aspirin 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,SCD,rxnav,5,mg,1.5
7804,1049696,Oxycodone Hydrochloride 5 MG Oral Capsule,SCD,rxnav,5,mg,1.5
7804,1049717,Oxycodone Hydrochloride 10 MG Oral Capsule,SCD,rxnav,10,mg,1.5
7804,1049718,Oxycodone Hydrochloride 10 MG/ML,SCDC,rxnav,10,mg/ml,1.5
7804,1049720,Oxycodone Hydrochloride 10 MG/ML Oral Solution,SCD,rxnav,10,mg/ml,1.5
7804,1049721,Oxycodone Hydrochloride 20 MG Oral Capsule,SCD,rxnav,20,mg,1.5
7804,1050408,Oxycodone Hydrochloride 20 MG/ML [Oxyfast],SBDC,rxnav,20,mg/ml,1.5
7804,1050409,Oxycodone Hydrochloride 20 MG/ML Oral Solution [Oxyfast],SBD,rxnav,20,mg/ml,1.5
7804,1050489,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG [Roxicet],SBDC,rxnav,5,mg,1.5
7804,1050490,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Roxicet],SBD,rxnav,5,mg,1.5
4337,1053646,Fentanyl Sublingual Tablet,SCDF,rxnav,,,NULL
4337,1053647,Fentanyl 0.1 MG Sublingual Tablet,SCD,rxnav,0.1,mg,NULL
4337,1053648,Abstral,BN,rxnav,,,NULL
4337,1053649,Fentanyl 0.1 MG [Abstral],SBDC,rxnav,0.1,mg,NULL
4337,1053650,Fentanyl Sublingual Tablet [Abstral],SBDF,rxnav,,,NULL
4337,1053651,Fentanyl 0.1 MG Sublingual Tablet [Abstral],SBD,rxnav,0.1,mg,NULL
4337,1053652,Fentanyl 0.2 MG Sublingual Tablet,SCD,rxnav,0.2,mg,NULL
4337,1053653,Fentanyl 0.2 MG [Abstral],SBDC,rxnav,0.2,mg,NULL
4337,1053654,Fentanyl 0.2 MG Sublingual Tablet [Abstral],SBD,rxnav,0.2,mg,NULL
4337,1053655,Fentanyl 0.3 MG Sublingual Tablet,SCD,rxnav,0.3,mg,NULL
4337,1053656,Fentanyl 0.3 MG [Abstral],SBDC,rxnav,0.3,mg,NULL
4337,1053657,Fentanyl 0.3 MG Sublingual Tablet [Abstral],SBD,rxnav,0.3,mg,NULL
4337,1053658,Fentanyl 0.4 MG Sublingual Tablet,SCD,rxnav,0.4,mg,NULL
4337,1053659,Fentanyl 0.4 MG [Abstral],SBDC,rxnav,0.4,mg,NULL
4337,1053660,Fentanyl 0.4 MG Sublingual Tablet [Abstral],SBD,rxnav,0.4,mg,NULL
4337,1053661,Fentanyl 0.6 MG Sublingual Tablet,SCD,rxnav,0.6,mg,NULL
4337,1053662,Fentanyl 0.6 MG [Abstral],SBDC,rxnav,0.6,mg,NULL
4337,1053663,Fentanyl 0.6 MG Sublingual Tablet [Abstral],SBD,rxnav,0.6,mg,NULL
4337,1053664,Fentanyl 0.8 MG Sublingual Tablet,SCD,rxnav,0.8,mg,NULL
4337,1053665,Fentanyl 0.8 MG [Abstral],SBDC,rxnav,0.8,mg,NULL
4337,1053666,Fentanyl 0.8 MG Sublingual Tablet [Abstral],SBD,rxnav,0.8,mg,NULL
2670,1086923,Relcof C,BN,rxnav,,,0.15
2670,1086924,Codeine Phosphate 1.26 MG/ML / Guaifenesin 20 MG/ML [Relcof C],SBDC,rxnav,1.26,mg/ml,0.15
2670,1086925,Codeine / Guaifenesin Oral Solution [Relcof C],SBDF,rxnav,,,0.15
2670,1086926,Codeine Phosphate 1.26 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Relcof C],SBD,rxnav,1.26,mg/ml,0.15
5489,1087389,12 HR CHLORPHENIRAMINE POLISTIREX 4 MG / HYDROCODONE POLISTIREX 5 MG Extended Release Oral Capsule [TussiCaps],SBD,rxnav,5,mg,1
5489,1087427,12 HR CHLORPHENIRAMINE POLISTIREX 8 MG / HYDROCODONE POLISTIREX 10 MG Extended Release Oral Capsule [TussiCaps],SBD,rxnav,10,mg,1
5489,1087459,12 HR CHLORPHENIRAMINE POLISTIREX 1.6 MG/ML / HYDROCODONE POLISTIREX 2 MG/ML Extended Release Suspension,SCD,rxnav,2,mg/ml,1
5489,1087462,Chlorpheniramine / Hydrocodone Extended Release Suspension [Tussionex],SBDF,rxnav,,,1
5489,1087463,12 HR CHLORPHENIRAMINE POLISTIREX 1.6 MG/ML / HYDROCODONE POLISTIREX 2 MG/ML Extended Release Suspension [Tussionex],SBD,rxnav,2,mg/ml,1
2670,1088951,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,1088952,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML [Zodryl DEC],SBDC,rxnav,1,mg/ml,0.15
2670,1088953,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Suspension [Zodryl DEC],SBD,rxnav,1,mg/ml,0.15
2670,1088963,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.33 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,1088964,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.33 MG/ML [Zodryl DEC],SBDC,rxnav,1,mg/ml,0.15
2670,1088965,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.33 MG/ML Oral Suspension [Zodryl DEC],SBD,rxnav,1,mg/ml,0.15
2670,1088968,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.75 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,1088969,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.75 MG/ML [Zodryl DEC],SBDC,rxnav,1,mg/ml,0.15
2670,1088970,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.75 MG/ML Oral Suspension [Zodryl DEC],SBD,rxnav,1,mg/ml,0.15
2670,1088975,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,1088976,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML [Zodryl DEC],SBDC,rxnav,1,mg/ml,0.15
2670,1088977,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Suspension [Zodryl DEC],SBD,rxnav,1,mg/ml,0.15
2670,1089021,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4.29 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,1089022,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4.29 MG/ML [Zodryl DEC],SBDC,rxnav,1,mg/ml,0.15
2670,1089023,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4.29 MG/ML Oral Suspension [Zodryl DEC],SBD,rxnav,1,mg/ml,0.15
2670,1089025,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 5 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,1089026,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 5 MG/ML [Zodryl DEC],SBDC,rxnav,1,mg/ml,0.15
2670,1089027,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 5 MG/ML Oral Suspension [Zodryl DEC],SBD,rxnav,1,mg/ml,0.15
2670,1089028,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Suspension,SCD,rxnav,1,mg/ml,0.15
2670,1089029,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Zodryl DEC],SBDC,rxnav,1,mg/ml,0.15
2670,1089030,Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Suspension [Zodryl DEC],SBD,rxnav,1,mg/ml,0.15
2670,1089055,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG Oral Tablet,SCD,rxnav,10,mg,0.15
2670,1089056,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG [Ambifed-G CD],SBDC,rxnav,10,mg,0.15
2670,1089057,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG Oral Tablet [Ambifed-G CD],SBD,rxnav,10,mg,0.15
2670,1089058,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet,SCD,rxnav,10,mg,0.15
2670,1089059,Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 30 MG [Ambifed CD],SBDC,rxnav,10,mg,0.15
